Rank, name, year, rating, votes, genres, runtime, titleType, link, certificate, plot, image, director, writer, actors, awards, boxOffice, country, language, rottenTomatoes, metacritic
"231", "Daredevil", "2015", "8.6", "541360", "Action,Crime,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt3322312/", "TV-MA", "A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.", "https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@._V1_SX300.jpg", "", "Drew Goddard", "Charlie Cox, Vincent D'Onofrio, Deborah Ann Woll", "Nominated for 5 Primetime Emmys. 10 wins & 43 nominations total", "", "United States", "English, Spanish, Mandarin, Japanese, Russian", "", ""
"232", "The Simpsons", "1989", "8.6", "472541", "Animation,Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt0096697/", "TV-14", "The satiric half-hour adventures of a working-class family in the misfit city of Springfield.", "https://m.media-amazon.com/images/M/MV5BNTU2OWE0YWYtMjRlMS00NTUwLWJmZWUtODFhNzJiMGJlMzI3XkEyXkFqcGc@._V1_SX300.jpg", "", "James L. Brooks, Matt Groening, Sam Simon", "Dan Castellaneta, Nancy Cartwright, Julie Kavner", "Won 37 Primetime Emmys. 187 wins & 384 nominations total", "", "United States", "English", "", ""
"233", "Mindhunter", "2017", "8.6", "405164", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt5290382/", "TV-MA", "In the late 1970s, two FBI agents broaden the realm of criminal science by investigating the psychology behind murder and end up getting too close to real-life monsters.", "https://m.media-amazon.com/images/M/MV5BYTk4NDA4MGMtNjliOC00MjExLWI1YzctOTc4NWIxM2I1YjM5XkEyXkFqcGc@._V1_SX300.jpg", "", "Joe Penhall", "Jonathan Groff, Holt McCallany, Anna Torv", "Nominated for 2 Primetime Emmys. 5 wins & 34 nominations total", "", "United States", "English", "", ""
"234", "Severance", "2022", "8.6", "404788", "Drama,Mystery,Sci-Fi", "50", "tvSeries", "https://www.imdb.com/title/tt11280740/", "TV-MA", "Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.", "https://m.media-amazon.com/images/M/MV5BZDI5YzJhODQtMzQyNy00YWNmLWIxMjUtNDBjNjA5YWRjMzExXkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Dan Erickson", "Adam Scott, Britt Lower, Zach Cherry", "Won 10 Primetime Emmys. 51 wins & 201 nominations total", "", "United States", "English", "", ""
"235", "Arrested Development", "2003", "8.6", "346451", "Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt0367279/", "TV-14", "Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.", "https://m.media-amazon.com/images/M/MV5BOTk3N2M0MjktMDhkNi00ZGVhLTk4YTUtYjI5MDJmMWUzNTgwXkEyXkFqcGc@._V1_SX300.jpg", "", "Mitchell Hurwitz", "Jason Bateman, Michael Cera, Portia de Rossi", "Won 6 Primetime Emmys. 62 wins & 123 nominations total", "", "United States", "English", "", ""
"236", "Yellowstone", "2018", "8.6", "320994", "Drama,Western", "60", "tvSeries", "https://www.imdb.com/title/tt4236770/", "TV-MA", "A ranching family in Montana faces off against others encroaching on their land.", "https://m.media-amazon.com/images/M/MV5BZTYxYTdjZjEtNTc0My00NDU2LTkwZmQtNjhhNmJiMzQ3Zjc1XkEyXkFqcGc@._V1_QL75_UY562_CR3,0,380,562_.jpg", "", "John Linson, Taylor Sheridan", "Kevin Costner, Luke Grimes, Kelly Reilly", "Nominated for 1 Primetime Emmy. 11 wins & 52 nominations total", "", "United States", "English", "", ""
"237", "Parks and Recreation", "2009", "8.6", "318980", "Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt1266020/", "TV-14", "The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.", "https://m.media-amazon.com/images/M/MV5BNDlhMzAwNTAtNTk2NS00MTdkLWE3ZWYtMDU0MTFiYmU2ZTc0XkEyXkFqcGc@._V1_SX300.jpg", "", "Greg Daniels, Michael Schur", "Amy Poehler, Jim O'Heir, Nick Offerman", "Nominated for 14 Primetime Emmys. 36 wins & 182 nominations total", "", "United States", "English", "", ""
"238", "Andor", "2022", "8.6", "285547", "Adventure,Drama,Fantasy", "60", "tvSeries", "https://www.imdb.com/title/tt9253284/", "TV-14", "In an era filled with danger, deception, and intrigue, Cassian Andor embarks on a path that is destined to turn him into a Rebel hero.", "https://m.media-amazon.com/images/M/MV5BNGI2MTJjMjUtMTJhOC00YTY2LTg1NjUtMTdmMjg4YTk2YjM5XkEyXkFqcGc@._V1_SX300.jpg", "", "Tony Gilroy", "Diego Luna, Denise Gough, Stellan Skarsgård", "Won 5 Primetime Emmys. 35 wins & 132 nominations total", "", "United States", "English", "", ""
"239", "The Crown", "2016", "8.6", "284598", "Biography,Drama,History", "60", "tvSeries", "https://www.imdb.com/title/tt4786824/", "TV-MA", "Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.", "https://m.media-amazon.com/images/M/MV5BODcyODZlZDMtZGE0Ni00NjBhLWJlYTAtZDdlNWY3MzkwMGVhXkEyXkFqcGc@._V1_SX300.jpg", "", "Peter Morgan", "Claire Foy, Olivia Colman, Imelda Staunton", "Won 24 Primetime Emmys. 158 wins & 431 nominations total", "", "United Kingdom, United States", "English", "", ""
"240", "A Knight of the Seven Kingdoms", "2026", "8.6", "282926", "Adventure,Drama,Fantasy", "60", "tvSeries", "https://www.imdb.com/title/tt27497448/", "TV-MA", "A century before the events of "Game of Thrones," Ser Duncan the Tall, and his squire, Egg, wander through Westeros while the Targaryen dynasty rule the Iron Throne. Great destinies and enemies await the incomparable friends.", "https://m.media-amazon.com/images/M/MV5BYzg4M2U3YWMtMWY4MS00MzFkLTk2ZWQtOThiOGYxZDEyMGQ2XkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "George R.R. Martin, Ira Parker", "Peter Claffey, Dexter Sol Ansell, Daniel Ings", "Nominated for 1 Primetime Emmy. 13 nominations total", "", "United States", "English", "", ""
"241", "The X-Files", "1993", "8.6", "276269", "Adventure,Crime,Drama", "45", "tvSeries", "https://www.imdb.com/title/tt0106179/", "TV-14", "FBI Special Agents Fox Mulder and Dana Scully investigate unsolved unexplained cases known as X-Files.", "https://m.media-amazon.com/images/M/MV5BNzg3ODVhZWEtYmI0MC00NDQ0LWEyNGYtM2M0MTRhZTZmMjU3XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "Chris Carter", "David Duchovny, Gillian Anderson, Mitch Pileggi", "Won 16 Primetime Emmys. 105 wins & 218 nominations total", "", "United States", "English", "", ""
"242", "Shōgun", "2024", "8.6", "251921", "Action,Adventure,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt2788316/", "TV-MA", "When a mysterious European ship is found marooned in a nearby Japanese fishing village, Lord Yoshii Toranaga discovers secrets that could tip the scales of power and devastate his enemies.", "https://m.media-amazon.com/images/M/MV5BZmJkMDRjYzEtMWI3Ny00OWE3LWJlNTItMGQ1MTQzMzc3NDY5XkEyXkFqcGc@._V1_SX300.jpg", "", "James Clavell (based on the novel by)", "Cosmo Jarvis, Hiroyuki Sanada, Anna Sawai", "Won 18 Primetime Emmys. 92 wins & 76 nominations total", "", "United States", "Japanese, English", "", ""
"243", "The Penguin", "2024", "8.6", "248300", "Crime,Drama", "60", "tvMiniSeries", "https://www.imdb.com/title/tt15435876/", "TV-MA", "Following the events of The Batman (2022), Oz Cobb, a.k.a. the Penguin, makes a play to seize the reins of the crime world in Gotham.", "https://m.media-amazon.com/images/M/MV5BYmU3MzYzOWEtOTdkZi00YzA1LTliMzQtNDdiZDBjY2FiNmFlXkEyXkFqcGc@._V1_SX300.jpg", "", "Lauren LeFranc", "Colin Farrell, Cristin Milioti, Rhenzy Feliz", "Won 9 Primetime Emmys. 55 wins & 66 nominations total", "", "United States", "English", "", ""
"244", "One Punch Man", "2015", "8.6", "229887", "Action,Animation,Comedy", "24", "tvSeries", "https://www.imdb.com/title/tt4508902/", "TV-PG", "The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch.", "https://m.media-amazon.com/images/M/MV5BNzMwOGQ5MWItNzE3My00ZDYyLTk4NzAtZWIyYWI0NTZhYzY0XkEyXkFqcGc@._V1_SX300.jpg", "", "Yusuke Murata", "Makoto Furukawa, Kaito Ishikawa, Max Mittelman", "3 wins & 9 nominations total", "", "Japan", "Japanese, English", "", ""
"245", "Archer", "2009", "8.6", "176735", "Action,Animation,Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt1486217/", "TV-MA", "Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.", "https://m.media-amazon.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@._V1_SX300.jpg", "", "Adam Reed", "H. Jon Benjamin, Judy Greer, Amber Nash", "Won 3 Primetime Emmys. 15 wins & 81 nominations total", "", "United States", "English", "", ""
"246", "1883", "2021", "8.6", "170887", "Drama,Western", "60", "tvMiniSeries", "https://www.imdb.com/title/tt13991232/", "TV-MA", "The post-Civil war generation of the Dutton family travels to Texas, and joins a wagon train undertaking the arduous journey west to Oregon, before settling in Montana to establish what would eventually become the Yellowstone Ranch.", "https://m.media-amazon.com/images/M/MV5BMDBjZDQyMWMtZmI0My00MzJlLWFhMTMtNWZmOTJkNzFlZTliXkEyXkFqcGc@._V1_SX300.jpg", "", "Taylor Sheridan", "Tim McGraw, Sam Elliott, Faith Hill", "Nominated for 3 Primetime Emmys. 6 wins & 18 nominations total", "", "United States", "English", "", ""
"247", "The Marvelous Mrs. Maisel", "2017", "8.6", "160287", "Comedy,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt5788792/", "TV-MA", "After her husband leaves her, young mother of two Miriam "Midge" Maisel discovers that she has a talent for stand-up comedy. Could this be her calling?", "https://m.media-amazon.com/images/M/MV5BZjM3MmFjMzYtMGNiYi00MDZmLTlkM2MtNzI3MDg1MzUwYWY2XkEyXkFqcGc@._V1_SX300.jpg", "Amy Sherman-Palladino", "Amy Sherman-Palladino", "Rachel Brosnahan, Alex Borstein, Michael Zegen", "Won 22 Primetime Emmys. 98 wins & 256 nominations total", "", "United States", "English", "", ""
"248", "Mr. Bean", "1990", "8.6", "153793", "Comedy,Family", "25", "tvSeries", "https://www.imdb.com/title/tt0096657/", "Not Rated", "Bumbling, childlike Mr. Bean has trouble completing the simplest of day-to-day tasks, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems.", "https://m.media-amazon.com/images/M/MV5BZmY2OGQ4MTAtYTRkMy00NmYxLThlZTktOGE1NTRmNDVlZmI4XkEyXkFqcGc@._V1_SX300.jpg", "", "Rowan Atkinson, Richard Curtis", "Rowan Atkinson, Matilda Ziegler, Robin Driscoll", "Nominated for 5 BAFTA 4 wins & 8 nominations total", "", "United Kingdom", "English", "", ""
"249", "The Newsroom", "2012", "8.6", "136421", "Drama", "60", "tvSeries", "https://www.imdb.com/title/tt1870479/", "TV-MA", "A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.", "https://m.media-amazon.com/images/M/MV5BNzk4ZjllMjktY2MyMy00N2M3LWFhYjYtM2FkY2YxMzkyNzgyXkEyXkFqcGc@._V1_SX300.jpg", "", "Aaron Sorkin", "Jeff Daniels, Emily Mortimer, John Gallagher Jr.", "Won 1 Primetime Emmy. 10 wins & 34 nominations total", "", "United States", "English", "", ""
"250", "Justified", "2010", "8.6", "132452", "Action,Crime,Drama", "45", "tvSeries", "https://www.imdb.com/title/tt1489428/", "TV-MA", "Enforcing his own brand of justice, U.S. Marshal Raylan Givens, a strong-willed, quiet law-man haunted by his past, returns to his native town to see that justice is served to those in need.", "https://m.media-amazon.com/images/M/MV5BZGIzNmFlMzgtYWY0MC00NjFmLWJhMGItZTM2YjVlZjY3ZjBlXkEyXkFqcGc@._V1_SX300.jpg", "", "Graham Yost", "Timothy Olyphant, Nick Searcy, Joelle Carter", "Won 2 Primetime Emmys. 14 wins & 86 nominations total", "", "United States", "English", "", ""
